age,workclass,education,education_num,marital_status,occupation,sex,capital_gain,capital_loss,hours_per_week,native_country,discretized_gross_income,workclass_sc,education_sc,marital_status_sc,occupation_sc
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,48,United-States,>50K,Gov,Masters,Married,Professional
53,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Gov,Masters,Married,Manager
19,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,10,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
71,Private,HS-grad,9,Divorced,Other-service,Female,0,0,16,United-States,<=50K,Private,HS-grad,Divorced,Service
29,Private,Some-college,10,Never-married,Sales,Female,0,0,25,United-States,<=50K,Private,Some-college,Never-married,Sales
43,Local-gov,Some-college,10,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Gov,Some-college,Married,Service
23,Private,Bachelors,13,Never-married,Exec-managerial,Female,0,0,30,United-States,<=50K,Private,Bachelors,Never-married,Manager
52,Private,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Adm-clerical
56,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Sales
28,Private,10th,6,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,School,Never-married,Service
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,0,80,United-States,<=50K,Self-employed,Bachelors,Married,Professional
37,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Gov,Bachelors,Never-married,Professional
30,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K,Private,Assoc-voc,Married,Manager
31,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Married,Service
20,Private,Some-college,10,Never-married,Sales,Female,0,0,25,United-States,<=50K,Private,Some-college,Never-married,Sales
64,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,65,United-States,>50K,Private,HS-grad,Married,Sales
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
40,Private,Some-college,10,Never-married,Exec-managerial,Male,0,0,50,United-States,>50K,Private,Some-college,Never-married,Manager
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,52,United-States,<=50K,Private,HS-grad,Never-married,Service
54,Private,Bachelors,13,Divorced,Exec-managerial,Male,0,0,45,United-States,>50K,Private,Bachelors,Divorced,Manager
61,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Male,0,0,40,Taiwan,>50K,Self-employed,Doctorate,Married,Manager
18,Private,11th,7,Never-married,Other-service,Female,0,0,20,United-States,<=50K,Private,School,Never-married,Service
33,Private,Assoc-voc,11,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Service
51,Private,HS-grad,9,Separated,Other-service,Female,0,0,37,United-States,<=50K,Private,HS-grad,Separated,Service
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
24,Private,Some-college,10,Married-civ-spouse,Protective-serv,Male,0,0,24,United-States,<=50K,Private,Some-college,Married,Service
54,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,40,Germany,<=50K,Private,Some-college,Divorced,Manager
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,45,United-States,>50K,Private,Bachelors,Married,Manager
51,Federal-gov,Masters,14,Widowed,Sales,Male,0,0,50,El-Salvador,>50K,Gov,Masters,Widowed,Sales
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,0,40,United-States,>50K,Private,Some-college,Married,Adm-clerical
47,Local-gov,Assoc-acdm,12,Separated,Exec-managerial,Male,0,1408,40,United-States,<=50K,Gov,Assoc-acdm,Separated,Manager
31,State-gov,Some-college,10,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Gov,Some-college,Divorced,Adm-clerical
21,Private,Assoc-voc,11,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Service
52,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Manager
20,Private,Some-college,10,Never-married,Prof-specialty,Female,0,0,15,United-States,<=50K,Private,Some-college,Never-married,Professional
18,Private,HS-grad,9,Never-married,Sales,Female,0,0,25,United-States,<=50K,Private,HS-grad,Never-married,Sales
58,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Female,0,0,60,Philippines,<=50K,Private,HS-grad,Married,Priv-house-serv
23,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
21,Private,Some-college,10,Never-married,Sales,Female,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Sales
43,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,<=50K,Gov,Assoc-voc,Married,Service
53,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
18,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,HS-grad,Married,Manager
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Manager
31,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,United-States,<=50K,Private,Bachelors,Never-married,Professional
48,Private,1st-4th,2,Married-civ-spouse,Other-service,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
55,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Female,0,0,35,United-States,<=50K,Self-employed,Masters,Divorced,Professional
24,Private,Some-college,10,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
41,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Gov,Masters,Married,Professional
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
47,Local-gov,Assoc-voc,11,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Gov,Assoc-voc,Divorced,Adm-clerical
54,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,0,32,United-States,<=50K,Private,Some-college,Married,Sales
40,Private,Bachelors,13,Separated,Sales,Male,0,0,40,United-States,<=50K,Private,Bachelors,Separated,Sales
56,Self-emp-not-inc,Some-college,10,Divorced,Sales,Female,0,0,48,United-States,<=50K,Self-employed,Some-college,Divorced,Sales
23,Private,Assoc-voc,11,Never-married,Tech-support,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Never-married,Service
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,<=50K,Self-employed,HS-grad,Married,Service
27,Local-gov,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Never-married,Service
32,Private,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,>50K,Private,Bachelors,Never-married,Professional
72,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Male,0,0,74,United-States,<=50K,Self-employed,Some-college,Married,Farming
43,Local-gov,12th,8,Married-civ-spouse,Transport-moving,Male,0,1579,40,United-States,<=50K,Gov,School,Married,Service
32,Private,Assoc-acdm,12,Divorced,Prof-specialty,Female,0,0,35,United-States,<=50K,Private,Assoc-acdm,Divorced,Professional
53,Private,Some-college,10,Separated,Adm-clerical,Male,0,0,40,Cuba,<=50K,Private,Some-college,Separated,Adm-clerical
18,Private,12th,8,Never-married,Other-service,Male,0,0,10,United-States,<=50K,Private,School,Never-married,Service
38,Private,10th,6,Widowed,Transport-moving,Male,114,0,40,United-States,<=50K,Private,School,Widowed,Service
41,Federal-gov,Assoc-voc,11,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Gov,Assoc-voc,Divorced,Adm-clerical
29,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,45,United-States,<=50K,Private,HS-grad,Never-married,Service
47,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Some-college,Married,Adm-clerical
56,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Female,0,0,15,United-States,<=50K,Gov,Some-college,Married,Adm-clerical
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,2829,0,40,United-States,<=50K,Private,HS-grad,Married,Service
55,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,15024,0,40,United-States,>50K,Gov,Prof-school,Married,Professional
50,State-gov,Bachelors,13,Married-spouse-absent,Prof-specialty,Male,6849,0,40,United-States,<=50K,Gov,Bachelors,Married,Professional
47,Private,11th,7,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Adm-clerical
42,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Manager
22,Private,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,25,United-States,<=50K,Private,Some-college,Never-married,Service
42,Private,5th-6th,3,Married-civ-spouse,Other-service,Male,0,0,44,Mexico,<=50K,Private,School,Married,Service
42,Federal-gov,Some-college,10,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Gov,Some-college,Divorced,Manager
46,Private,HS-grad,9,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Manager
45,Private,Some-college,10,Married-civ-spouse,Sales,Male,15024,0,99,United-States,>50K,Private,Some-college,Married,Sales
55,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,55,United-States,<=50K,Private,HS-grad,Married,Manager
57,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Service
25,Private,12th,8,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,School,Never-married,Service
43,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,30,Dominican-Republic,<=50K,Private,HS-grad,Married,Service
34,Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Male,0,0,60,United-States,<=50K,Self-employed,Bachelors,Divorced,Farming
27,Local-gov,Bachelors,13,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Gov,Bachelors,Divorced,Professional
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,2176,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
37,Private,Some-college,10,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Manager
48,Private,Some-college,10,Divorced,Sales,Male,0,0,45,United-States,<=50K,Private,Some-college,Divorced,Sales
38,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,0,0,45,United-States,<=50K,Private,HS-grad,Married,Service
17,Private,10th,6,Never-married,Craft-repair,Male,594,0,30,United-States,<=50K,Private,School,Never-married,Service
70,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Male,9386,0,50,United-States,>50K,Private,Assoc-voc,Married,Service
37,Private,HS-grad,9,Divorced,Adm-clerical,Female,0,0,37,United-States,<=50K,Private,HS-grad,Divorced,Adm-clerical
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,46,United-States,<=50K,Private,HS-grad,Married,Service
56,Private,HS-grad,9,Married-civ-spouse,Sales,Male,0,0,55,United-States,>50K,Private,HS-grad,Married,Sales
64,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
35,Local-gov,Some-college,10,Divorced,Adm-clerical,Female,0,0,38,United-States,<=50K,Gov,Some-college,Divorced,Adm-clerical
23,Private,HS-grad,9,Never-married,Sales,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Sales
42,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,0,0,90,United-States,<=50K,Gov,HS-grad,Married,Service
23,Private,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Service
56,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,>50K,Gov,HS-grad,Married,Service
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,0,1887,40,United-States,>50K,Private,Bachelors,Married,Professional
47,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Sales,Male,0,2179,50,Mexico,<=50K,Self-employed,School,Married,Sales
21,Private,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Service
29,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
32,State-gov,Some-college,10,Married-spouse-absent,Farming-fishing,Male,0,0,50,United-States,<=50K,Gov,Some-college,Married,Farming
72,Private,9th,5,Widowed,Other-service,Female,0,0,20,United-States,<=50K,Private,School,Widowed,Service
69,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,99999,0,40,United-States,>50K,Self-employed,Prof-school,Married,Professional
19,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,25,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
25,Local-gov,Bachelors,13,Never-married,Craft-repair,Male,0,0,25,United-States,<=50K,Gov,Bachelors,Never-married,Service
56,Private,Some-college,10,Married-civ-spouse,Sales,Male,0,1848,50,United-States,>50K,Private,Some-college,Married,Sales
42,Private,Masters,14,Never-married,Prof-specialty,Female,8614,0,50,United-States,>50K,Private,Masters,Never-married,Professional
58,Private,Bachelors,13,Divorced,Exec-managerial,Female,0,0,35,United-States,<=50K,Private,Bachelors,Divorced,Manager
24,Private,Bachelors,13,Never-married,Tech-support,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Service
41,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Female,0,0,38,United-States,>50K,Private,Assoc-voc,Married,Service
40,Private,10th,6,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,School,Married,Manager
25,Private,Assoc-acdm,12,Divorced,Adm-clerical,Female,0,0,40,United-States,<=50K,Private,Assoc-acdm,Divorced,Adm-clerical
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Female,0,0,40,Philippines,>50K,Self-employed,Bachelors,Married,Sales
36,Private,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
31,Private,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Professional
22,Private,HS-grad,9,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Manager
36,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Married,Service
42,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,60,United-States,<=50K,Private,HS-grad,Married,Service
25,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,46,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
23,Private,Bachelors,13,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Manager
34,Private,HS-grad,9,Separated,Sales,Female,0,0,20,United-States,<=50K,Private,HS-grad,Separated,Sales
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,2580,0,45,United-States,<=50K,Private,HS-grad,Married,Adm-clerical
32,Private,Bachelors,13,Married-civ-spouse,Sales,Male,15024,0,50,United-States,>50K,Private,Bachelors,Married,Sales
33,Private,Some-college,10,Married-spouse-absent,Prof-specialty,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Professional
38,Private,Bachelors,13,Divorced,Exec-managerial,Female,0,0,55,United-States,<=50K,Private,Bachelors,Divorced,Manager
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Married,Service
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Private,Bachelors,Married,Manager
32,Private,Some-college,10,Never-married,Adm-clerical,Male,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Adm-clerical
40,Federal-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,40,United-States,>50K,Gov,HS-grad,Married,Manager
58,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,15024,0,40,United-States,>50K,Gov,Some-college,Married,Manager
20,Private,HS-grad,9,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K,Private,HS-grad,Never-married,Adm-clerical
56,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Male,0,0,50,United-States,<=50K,Private,Bachelors,Married,Adm-clerical
30,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Male,0,0,40,United-States,<=50K,Gov,Bachelors,Married,Service
39,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,39,United-States,<=50K,Private,Some-college,Divorced,Manager
25,Private,Assoc-acdm,12,Never-married,Prof-specialty,Male,0,0,50,United-States,>50K,Private,Assoc-acdm,Never-married,Professional
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,>50K,Private,HS-grad,Married,Service
41,State-gov,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K,Gov,Bachelors,Never-married,Professional
50,Private,Some-college,10,Divorced,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Divorced,Service
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
27,Private,Bachelors,13,Never-married,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Manager
27,Private,Bachelors,13,Never-married,Prof-specialty,Male,13550,0,40,United-States,>50K,Private,Bachelors,Never-married,Professional
58,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Italy,<=50K,Private,School,Married,Service
25,Private,Some-college,10,Never-married,Tech-support,Male,0,0,15,Mexico,<=50K,Private,Some-college,Never-married,Service
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Female,0,0,40,United-States,<=50K,Private,HS-grad,Married,Service
39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,>50K,Private,HS-grad,Married,Manager
55,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,Assoc-voc,Married,Service
22,Private,Assoc-voc,11,Never-married,Other-service,Female,0,0,12,United-States,<=50K,Private,Assoc-voc,Never-married,Service
44,Private,Assoc-acdm,12,Separated,Exec-managerial,Male,0,0,40,United-States,<=50K,Private,Assoc-acdm,Separated,Manager
44,Private,12th,8,Divorced,Transport-moving,Female,0,0,40,United-States,<=50K,Private,School,Divorced,Service
61,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,0,0,54,United-States,<=50K,Private,School,Married,Farming
32,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,Assoc-voc,Married,Service
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,45,United-States,>50K,Private,Bachelors,Married,Manager
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,0,0,40,Philippines,>50K,Private,Bachelors,Married,Manager
32,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,0,0,65,United-States,>50K,Private,Doctorate,Married,Professional
46,State-gov,7th-8th,4,Never-married,Other-service,Female,0,0,40,United-States,<=50K,Gov,School,Never-married,Service
26,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Female,0,1579,20,United-States,<=50K,Self-employed,HS-grad,Married,Service
43,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,<=50K,Self-employed,HS-grad,Married,Service
62,Local-gov,HS-grad,9,Divorced,Other-service,Female,0,0,35,United-States,<=50K,Gov,HS-grad,Divorced,Service
60,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,38,China,>50K,Gov,Masters,Married,Professional
67,Private,HS-grad,9,Divorced,Sales,Female,0,0,20,United-States,<=50K,Private,HS-grad,Divorced,Sales
19,Private,HS-grad,9,Never-married,Sales,Female,0,0,30,United-States,<=50K,Private,HS-grad,Never-married,Sales
48,Private,10th,6,Married-civ-spouse,Craft-repair,Male,0,0,65,United-States,>50K,Private,School,Married,Service
19,State-gov,HS-grad,9,Never-married,Adm-clerical,Female,0,0,20,United-States,<=50K,Gov,HS-grad,Never-married,Adm-clerical
19,Private,Some-college,10,Never-married,Other-service,Female,0,0,30,United-States,<=50K,Private,Some-college,Never-married,Service
43,Private,HS-grad,9,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Manager
31,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Female,0,0,90,United-States,<=50K,Private,Doctorate,Married,Professional
65,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Female,0,0,45,United-States,<=50K,Private,Some-college,Married,Manager
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
36,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,0,0,40,United-States,>50K,Gov,Masters,Married,Professional
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,Mexico,<=50K,Private,HS-grad,Married,Service
33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Male,3908,0,40,United-States,<=50K,Gov,Some-college,Married,Service
34,Private,Bachelors,13,Married-civ-spouse,Sales,Male,0,1977,50,United-States,>50K,Private,Bachelors,Married,Sales
27,Private,Some-college,10,Never-married,Craft-repair,Male,0,0,45,United-States,<=50K,Private,Some-college,Never-married,Service
75,Self-emp-inc,11th,7,Never-married,Exec-managerial,Male,0,0,50,United-States,<=50K,Self-employed,School,Never-married,Manager
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,0,1887,40,United-States,>50K,Private,HS-grad,Married,Service
47,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,0,0,40,United-States,<=50K,Private,HS-grad,Married,Farming
31,Private,Some-college,10,Never-married,Prof-specialty,Male,0,0,40,United-States,<=50K,Private,Some-college,Never-married,Professional
40,Private,Masters,14,Never-married,Exec-managerial,Female,0,0,40,United-States,>50K,Private,Masters,Never-married,Manager
48,Private,HS-grad,9,Divorced,Sales,Female,0,0,30,United-States,<=50K,Private,HS-grad,Divorced,Sales
36,Local-gov,Bachelors,13,Never-married,Protective-serv,Male,0,0,40,United-States,<=50K,Gov,Bachelors,Never-married,Service
18,Private,HS-grad,9,Never-married,Other-service,Male,0,0,20,United-States,<=50K,Private,HS-grad,Never-married,Service
33,Private,HS-grad,9,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Manager
34,Private,Masters,14,Married-civ-spouse,Sales,Male,0,0,40,United-States,<=50K,Private,Masters,Married,Sales
51,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,3103,0,48,United-States,>50K,Private,Some-college,Married,Service
39,State-gov,Assoc-acdm,12,Divorced,Prof-specialty,Female,0,0,40,United-States,<=50K,Gov,Assoc-acdm,Divorced,Professional
20,Private,HS-grad,9,Never-married,Other-service,Male,0,0,35,United-States,<=50K,Private,HS-grad,Never-married,Service
67,Local-gov,Some-college,10,Divorced,Adm-clerical,Female,0,0,20,United-States,<=50K,Gov,Some-college,Divorced,Adm-clerical
42,Private,Assoc-voc,11,Never-married,Adm-clerical,Female,0,0,60,United-States,<=50K,Private,Assoc-voc,Never-married,Adm-clerical
59,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
31,Local-gov,HS-grad,9,Never-married,Protective-serv,Male,0,0,40,United-States,<=50K,Gov,HS-grad,Never-married,Service
19,Private,Some-college,10,Never-married,Other-service,Female,2036,0,30,United-States,<=50K,Private,Some-college,Never-married,Service
47,Private,Some-college,10,Divorced,Exec-managerial,Female,0,0,48,United-States,<=50K,Private,Some-college,Divorced,Manager
68,Private,7th-8th,4,Married-civ-spouse,Other-service,Male,0,0,30,United-States,<=50K,Private,School,Married,Service
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,Some-college,Married,Service
34,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,60,United-States,<=50K,Private,HS-grad,Never-married,Service
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Male,0,0,40,United-States,<=50K,Private,School,Married,Service
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,0,0,40,United-States,>50K,Private,Some-college,Married,Service
60,Private,Some-college,10,Married-civ-spouse,Sales,Male,7298,0,40,United-States,>50K,Private,Some-college,Married,Sales
24,Private,Bachelors,13,Never-married,Adm-clerical,Male,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Adm-clerical
18,Private,Some-college,10,Never-married,Handlers-cleaners,Female,0,1602,35,United-States,<=50K,Private,Some-college,Never-married,Service
24,Private,Bachelors,13,Never-married,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Bachelors,Never-married,Manager
21,Private,5th-6th,3,Married-civ-spouse,Other-service,Male,0,0,40,Mexico,<=50K,Private,School,Married,Service
48,Local-gov,HS-grad,9,Married-civ-spouse,Tech-support,Female,0,1848,40,United-States,>50K,Gov,HS-grad,Married,Service
52,Local-gov,9th,5,Married-civ-spouse,Other-service,Female,0,0,40,United-States,<=50K,Gov,School,Married,Service
48,Private,HS-grad,9,Divorced,Handlers-cleaners,Male,0,0,40,United-States,<=50K,Private,HS-grad,Divorced,Service
40,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,7688,0,66,United-States,>50K,Gov,Bachelors,Married,Professional
20,Private,Some-college,10,Never-married,Tech-support,Female,0,0,20,United-States,<=50K,Private,Some-college,Never-married,Service
31,Private,HS-grad,9,Divorced,Sales,Female,0,0,25,United-States,<=50K,Private,HS-grad,Divorced,Sales
30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,0,0,50,United-States,<=50K,Private,Some-college,Married,Manager
51,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,0,0,40,United-States,<=50K,Private,HS-grad,Never-married,Service
29,Private,Assoc-voc,11,Divorced,Exec-managerial,Female,0,0,40,United-States,<=50K,Private,Assoc-voc,Divorced,Manager
56,Self-emp-not-inc,Masters,14,Never-married,Sales,Male,0,0,16,United-States,<=50K,Self-employed,Masters,Never-married,Sales
46,Private,Bachelors,13,Separated,Tech-support,Female,0,0,40,United-States,<=50K,Private,Bachelors,Separated,Service
41,Private,Some-college,10,Separated,Prof-specialty,Female,0,3900,40,United-States,<=50K,Private,Some-college,Separated,Professional
29,Private,5th-6th,3,Never-married,Other-service,Female,0,0,40,El-Salvador,<=50K,Private,School,Never-married,Service
